Tipster,Date,Track,Horse,Bet Type,Odds,Result,TipsterActive
Tipster R,25-03-2015,Lingfield,Callac,Win,2.88,Lose,TRUE
Tipster R,25-03-2015,Lingfield,Watersmeet,Win,2.25,Win,TRUE
Tipster R,25-03-2015,Kempton,Biotic,Win,4.5,Lose,TRUE
Tipster R,25-03-2015,Kempton,Proofreader,Win,2.88,Win,TRUE
Tipster R,26-03-2015,Wolverhampton,Wanting,Win,2.75,Lose,TRUE
Tipster R,26-03-2015,Newbury,Owen Na View,Win,4,Lose,TRUE
Tipster R,26-03-2015,Ffos Las,Aigle De La See,Win,3,Lose,TRUE
Tipster R,26-03-2015,Chelmsford,Bint Dandy,Win,4.5,Win,TRUE
Tipster R,27-03-2015,Wetherby,Greenlaw,Win,5,Win,TRUE
Tipster R,27-03-2015,Newcastle,Montoya’s Son,Win,5,Win,TRUE
Tipster R,27-03-2015,Lingfield,Brother Tiger,Win,3.5,Win,TRUE
Tipster R,27-03-2015,Wolverhampton,Van Wilder,Win,2.5,Win,TRUE
Tipster R,27-03-2015,Wolverhampton,Apollo Eleven,Win,3.5,Lose,TRUE
Tipster R,28-03-2015,Kempton,New Year’s Night,Win,4.5,Lose,TRUE
Tipster R,28-03-2015,Uttoxeter,Manballandall,Win,2.75,Lose,TRUE
Tipster R,28-03-2015,Chelmsford,Oriental Relation,Each Way,7,Lose,TRUE
Tipster R,28-03-2015,Stratford,Boite,Win,3.25,Win,TRUE
Tipster R,28-03-2015,Doncaster,GM Hopkins,Each Way,8,Lose,TRUE
Tipster R,28-03-2015,Stratford,What A Good Night,Win,5.5,Lose,TRUE
Tipster R,28-03-2015,Chelmsford,Barye,Win,3,Lose,TRUE
Tipster R,29-03-2015,Ascot,Baron Alco,Each Way,11,Lose,TRUE
Tipster R,29-03-2015,Ascot,Zarib,Win,3.75,Lose,TRUE
Tipster R,29-03-2015,Ascot,Turn Over Sivola,Each Way,8,Lose,TRUE
Tipster R,29-03-2015,Doncaster,Windshear,Win,3,Win,TRUE
Tipster R,30-03-2015,Chepstow,Filatore,Each Way,6.5,Win,TRUE
Tipster R,30-03-2015,Kempton,Herbert Park,Win,2.75,Win,TRUE
Tipster R,30-03-2015,Warwick,Bally Braes,Win,4.5,Lose,TRUE
Tipster R,30-03-2015,Chepstow,The Chuckmeister,Win,3.5,Lose,TRUE
Tipster R,30-03-2015,Kempton,Fond Memory,Win,4,Lose,TRUE
Tipster R,30-03-2015,Chepstow,Marie Des Anges,Win,2.5,Lose,TRUE
Tipster R,31-03-2015,Southwell,Mishrif (5th),Win,13,Lose,TRUE
Tipster R,31-03-2015,Exeter,Sinndar’s Man,Win,5,Lose,TRUE
Tipster R,31-03-2015,Exeter,Gun Shy,Win,3.75,Lose,TRUE
Tipster R,31-03-2015,Huntingdon,Ultimatum Du Roy,Win,2.38,Lose,TRUE
Tipster R,31-03-2015,Southwell,Coiste Bodhar,Win,5,Lose,TRUE
Tipster R,31-03-2015,Huntingdon,A Little Bit Dusty,Win,3.75,Lose,TRUE
Tipster R,31-03-2015,Southwell,Samtu,Win,5.5,Lose,TRUE
Tipster R,01-04-2015,Chelmsford,Jimmy The Jetplane,Win,2.5,Win,TRUE
Tipster R,01-04-2015,Wincanton,Benbecula,Each Way,6,Win,TRUE
Tipster R,01-04-2015,Towcester,Lily Little Legs,Win,3,Lose,TRUE
Tipster R,01-04-2015,Chelmsford,Wakea,Win,2.88,Lose,TRUE
Tipster R,01-04-2015,Towcester,Ravens Brook,Win,2.5,Lose,TRUE
Tipster R,01-04-2015,Chelmsford,Queen Aggie,Win,3.75,Lose,TRUE
Tipster R,01-04-2015,Chelmsford,Clampdown,Win,2.63,Lose,TRUE
Tipster R,02-04-2015,Ludlow,Slowfoot,Win,2.5,Win,TRUE
Tipster R,02-04-2015,Ludlow,A Good Skin,Win,3.75,Win,TRUE
Tipster R,02-04-2015,Wolverhampton,Stoneham,Win,2.88,Lose,TRUE
Tipster R,02-04-2015,Taunton,Earthmoves,Win,2.38,Lose,TRUE
Tipster R,02-04-2015,Ludlow,It’s A Steal,Win,5,Lose,TRUE
Tipster R,03-04-2015,Lingfield,Chookie Royale,Each Way,6.5,Win,TRUE
Tipster R,03-04-2015,Musselburgh,Bayan,Win,5.5,Lose,TRUE
Tipster R,03-04-2015,Musselburgh,Tom Hark,Each Way,9,Lose,TRUE
Tipster R,03-04-2015,Musselburgh,Robot Boy,Win,2.5,Lose,TRUE
Tipster R,03-04-2015,Musselburgh,Viva Verglas,Win,5,Lose,TRUE
Tipster R,04-04-2015,Kempton,Anwar,Win,2.75,Lose,TRUE
Tipster R,04-04-2015,Carlisle,Tango De Juilley,Win,2.25,Win,TRUE
Tipster R,04-04-2015,Haydock,Southfield Vic,Win,8.5,Win,TRUE
Tipster R,04-04-2015,Kempton,Lady Dutch,Win,4.5,Win,TRUE
Tipster R,04-04-2015,Newton Abbot,Going Concern,Win,4,Lose,TRUE
Tipster R,04-04-2015,Carlisle,No Deal,Win,2.5,Lose,TRUE
Tipster R,04-04-2015,Haydock,Canuspotit,Each Way,9,Lose,TRUE
Tipster R,05-04-2015,Musselburgh,Streets Of New York,Each Way,4.5,Lose,TRUE
Tipster R,05-04-2015,Plumpton,Boss Des Mottes,Each Way,6,Lose,TRUE
Tipster R,05-04-2015,Plumpton,Tribal Dance,Win,2.88,Win,TRUE
Tipster R,06-04-2015,Chepstow,Lac Sacre,Win,4.5,Lose,TRUE
Tipster R,06-04-2015,Huntingdon,Viva Steve,Win,5.5,Lose,TRUE
Tipster R,06-04-2015,Fakenham,King Massini,Win,2.75,Lose,TRUE
Tipster R,06-04-2015,Plumpton,Mr Muddle,Each Way,8,Win,TRUE
Tipster R,07-04-2015,Pontefract,Johnny B Goode,Each Way,11,Lose,TRUE
Tipster R,07-04-2015,Pontefract,Latenightrequest,Each Way,17,Lose,TRUE
Tipster R,07-04-2015,Lingfield,Don’t Have It Then,Win,5,Lose,TRUE
Tipster R,07-04-2015,Pontefract,Final Countdown,Each Way,13,Win,TRUE
Tipster R,08-04-2015,Catterick,Half A Billion,Each Way,10,Lose,TRUE
Tipster R,08-04-2015,Catterick,Narborough,Each Way,10,Lose,TRUE
Tipster R,09-04-2015,Aintree,Warne,Each Way,8,Lose,TRUE
Tipster R,09-04-2015,Aintree,Pearls Legend,Each Way,17,Win,TRUE
Tipster R,09-04-2015,Aintree,Bears Affair,Each Way,29,Lose,TRUE
Tipster R,10-04-2015,Leicester,Oceanographer,Win,2.25,Lose,TRUE
Tipster R,10-04-2015,Aintree,Persian Delight,Win,4.5,Lose,TRUE
Tipster R,10-04-2015,Wolverhampton,See Vermont,Win,7,Lose,TRUE
Tipster R,11-04-2015,Lingfield,Gold Trail,Win,4.33,Lose,TRUE
Tipster R,11-04-2015,Aintree,Saint Are,Each Way,34,Win,TRUE
Tipster R,11-04-2015,Wolverhampton,Wink Oliver,Win,5.5,Lose,TRUE
Tipster R,12-04-2015,Tramore,Indian Fairy,Each Way,8,Lose,TRUE
Tipster R,12-04-2015,Leopardstown,Tooreen Legend,Each Way,9,Lose,TRUE
Tipster R,12-04-2015,Market Rasen,Master Of The Hall,Each Way,11,Lose,TRUE
Tipster R,13-04-2015,Kelso,Always Tipsy,Each Way,6,Lose,TRUE
Tipster R,13-04-2015,Windsor,Lear’s Rock,Each Way,7,Win,TRUE
Tipster R,13-04-2015,Redcar,Aristocratic Duty,Each Way,26,Lose,TRUE
Tipster R,14-04-2015,Exeter,The Italian Yob,Win,7,Lose,TRUE
Tipster R,14-04-2015,Southwell,Tight Lipped,Win,5,Lose,TRUE
Tipster R,14-04-2015,Exeter,Jolly Roger,Each Way,8,Win,TRUE
Tipster R,14-04-2015,Exeter,Somchine,Win,5.5,Lose,TRUE
Tipster R,14-04-2015,Carlisle,Abricot De L’Oasis,Win,4.5,Win,TRUE
Tipster R,15-04-2015,Newmarket,Jungle Cat,Each Way,11,Lose,TRUE
Tipster R,15-04-2015,Beverley,Special Venture,Each Way,26,Lose,TRUE
Tipster R,15-04-2015,Beverley,Antiquarium,Win,3.5,Win,TRUE
Tipster R,15-04-2015,Beverley,True Pleasure,Win,3.75,Win,TRUE
Tipster R,15-04-2015,Kempton,Well Owd Mon,Each Way,7,Lose,TRUE
Tipster R,15-04-2015,Kempton,Bowser’s Bold,Each Way,6,Win,TRUE
Tipster R,15-04-2015,Kempton,Black Dave,Each Way,9,Win,TRUE
Tipster R,15-04-2015,Kempton,Castorienta,Each Way,13,Lose,TRUE
Tipster R,16-04-2015,Cheltenham,Top Totti,Each Way,7,Lose,TRUE
Tipster R,16-04-2015,Chelmsford,Myboyalfie,Each Way,21,Lose,TRUE
Tipster R,16-04-2015,Chelmsford,Plucky Dip,Win,5.5,Lose,TRUE
Tipster R,17-04-2015,Fontwell,Opening Batsman,Win,4.33,Win,TRUE
Tipster R,17-04-2015,Ayr,Hollow Penny,Each Way,7,Lose,TRUE
Tipster R,17-04-2015,Fontwell,Follow The Tracks,Win,5,Lose,TRUE
Tipster R,17-04-2015,Fontwell,Exemplary,Each Way,6,Win,TRUE
Tipster R,17-04-2015,Ayr,Vengeur De Guye,Each Way,9,Lose,TRUE
Tipster R,17-04-2015,Ayr,Run Ructions Run,Each Way,8,Win,TRUE
Tipster R,17-04-2015,Southwell,Hail The Brave,Each Way,10,Lose,TRUE
Tipster R,18-04-2015,Thirsk,Disclosure,Each Way,13,Lose,TRUE
Tipster R,18-04-2015,Bangor,L Stig,Each Way,10,Lose,TRUE
Tipster R,18-04-2015,Ayr,Irving,Each Way,9,Lose,TRUE
Tipster R,18-04-2015,Ayr,Dunraven Storm,Each Way,6,Lose,TRUE
Tipster R,18-04-2015,Ayr,Sam Winner,Each Way,17,Lose,TRUE
Tipster R,18-04-2015,Ayr,Upsilon Bleu,Win,5,Lose,TRUE
Tipster R,18-04-2015,Thirsk,Elidor,Each Way,7,Win,TRUE
Tipster R,18-04-2015,Nottingham,Period Piece,Each Way,26,Lose,TRUE
Tipster R,18-04-2015,Wolverhampton,Excelling Oscar,Win,3.25,Lose,TRUE
Tipster R,18-04-2015,Nottingham,Roys Legacy,Win,6,Lose,TRUE
Tipster R,18-04-2015,Wolverhampton,Ninepointsixthree,Win,4.5,Lose,TRUE
Tipster R,20-04-2015,Hexham,Central Flame,Win,5,Win,TRUE
Tipster R,20-04-2015,Kempton,Foundation Man,Each Way,10,Lose,TRUE
Tipster R,20-04-2015,Kempton,First Avenue,Each Way,17,Lose,TRUE
Tipster R,20-04-2015,Newton Abbot,Don’t Call Me Oscar,Win,9,Lose,TRUE
Tipster R,21-04-2015,Kempton,Picansort,Each Way,6.5,Lose,TRUE
Tipster R,21-04-2015,Ludlow,Mart Lane,Each Way,21,Lose,TRUE
Tipster R,21-04-2015,Kempton,Courier,Each Way,10,Win,TRUE
Tipster R,21-04-2015,Kempton,Embankment,Each Way,13,Lose,TRUE
Tipster R,21-04-2015,Wolverhampton,Lexington Bay,Each Way,8,Lose,TRUE
Tipster R,21-04-2015,Brighton,Rockie Road,Each Way,9,Win,TRUE
Tipster R,21-04-2015,Wolverhampton,Anniversarie,Each Way,6,Win,TRUE
Tipster R,21-04-2015,Brighton,Mime Dance,Win,3.75,Lose,TRUE
Tipster R,21-04-2015,Wolverhampton,Tonis A Star,Win,5.5,Win,TRUE
Tipster R,22-04-2015,Catterick,Zebelini,Win,5,Lose,TRUE
Tipster R,22-04-2015,Perth,Sparkling Hand,Win,10,Lose,TRUE
Tipster R,22-04-2015,Catterick,Ifwecan,Win,5,Lose,TRUE
Tipster R,22-04-2015,Ffos Las,Barneys Honour,Win,7,Lose,TRUE
Tipster R,23-04-2015,Perth,Island Heights,Win,7.5,Lose,TRUE
Tipster R,23-04-2015,Beverley,Peterhouse,Win,8,Win,TRUE
Tipster R,23-04-2015,Southwell,Quest For Wonder,Win,2.5,Lose,TRUE
Tipster R,23-04-2015,Southwell,Subtle Knif,Win,4,Lose,TRUE
Tipster R,24-04-2015,Doncaster,Wanting,Win,4.5,Lose,TRUE
Tipster R,24-04-2015,Perth,Gleann Na Ndochais,Each Way,9,Lose,TRUE
Tipster R,24-04-2015,Perth,Grove Pride,Each Way,6,Lose,TRUE
Tipster R,24-04-2015,Perth,Leave It Be,Win,5,Lose,TRUE
Tipster R,24-04-2015,Chepstow,Kayf Blanco,Each Way,6.5,Win,TRUE
Tipster R,25-04-2015,Leicester,Jolievitesse,Win,4.5,Lose,TRUE
Tipster R,25-04-2015,Haydock,Gambino,Each Way,10,Win,TRUE
Tipster R,25-04-2015,Wolverhampton,Santayana,Win,8.5,Lose,TRUE
Tipster R,25-04-2015,Doncaster,Roudee,Each Way,21,Lose,TRUE
Tipster R,25-04-2015,Wolverhampton,Warfare,Each Way,17,Lose,TRUE
Tipster R,26-04-2015,Chelmsford,Arctic Lynx,Win,4,Lose,TRUE
Tipster R,26-04-2015,Chelmsford,Strong Steps,Win,7,Win,TRUE
Tipster R,26-04-2015,Chelmsford,Trojan Rocket,Each Way,15,Lose,TRUE
Tipster R,27-04-2015,Ayr,Jinky,Each Way,10,Win,TRUE
Tipster R,27-04-2015,Ayr,Al Khan,Win,4,Win,TRUE
Tipster R,27-04-2015,Kempton,Cincuenta Pasos,Each Way,9,Lose,TRUE
Tipster R,27-04-2015,Kempton,Canon Law,Each Way,10,Lose,TRUE
Tipster R,27-04-2015,Southwell,Spitfire,Win,5.5,Lose,TRUE
Tipster R,27-04-2015,Wolverhampton,Scottische,Win,6,Lose,TRUE
Tipster R,28-04-2015,Brighton,Ganymede,Win,3,Win,TRUE
Tipster R,28-04-2015,Brighton,Top Set,Win,5,Lose,TRUE
Tipster R,28-04-2015,Nottingham,Stosur,Win,8,Lose,TRUE
Tipster R,28-04-2015,Newcastle,Invincible Ridge,Each Way,10,Lose,TRUE
Tipster R,28-04-2015,Chelmsford,Bint Dandy,Win,3.25,Lose,TRUE
Tipster R,29-04-2015,Pontefract,Sparring,Win,2,Win,TRUE
Tipster R,29-04-2015,Lingfield,Lacan,Each Way,6,Lose,TRUE
Tipster R,30-04-2015,Lingfield,Angel Flores,Each Way,17,Win,TRUE
Tipster R,30-04-2015,Sedgefield,Benny’s Well,Each Way,9,Win,TRUE
Tipster R,30-04-2015,Newton Abbot,Velator,Win,2.75,Lose,TRUE
Tipster R,30-04-2015,Towcester,Hartside,Each Way,7,Win,TRUE
Tipster R,30-04-2015,Newton Abbot,Head Spin,Each Way,13,Win,TRUE
Tipster R,01-05-2015,Lingfield,Putin,Win,7,Lose,TRUE
Tipster R,01-05-2015,Lingfield,Bold Runner,Win,3.75,Lose,TRUE
Tipster R,01-05-2015,Fontwell,Marie De Anges,Win,7,Win,TRUE
Tipster R,02-05-2015,Thirsk,No Poppy,Each Way,8,Lose,TRUE
Tipster R,02-05-2015,Newmarket,Desert Force,Win,6,Lose,TRUE
Tipster R,02-05-2015,Uttoxeter,Allerton,Each Way,8,Lose,TRUE
Tipster R,03-05-2015,Salisbury,Purple Rock,Win,3.5,Lose,TRUE
Tipster R,03-05-2015,Hamilton,Green Zone,Each Way,7,Lose,TRUE
Tipster R,03-05-2015,Newmarket,Azraff,Each Way,11,Win,TRUE
Tipster R,04-05-2015,Warwick,Net Work Rouge,Win,5,Lose,TRUE
Tipster R,04-05-2015,Bath,The Wee Chief,Each Way,8,Lose,TRUE
Tipster R,04-05-2015,Windsor,Slip Sliding Away,Each Way,9,Lose,TRUE
Tipster R,04-05-2015,Windsor,Khatiba,Each Way,7,Lose,TRUE
Tipster R,04-05-2015,Bath,Saborido,Each Way,7.5,Lose,TRUE
Tipster R,05-05-2015,Brighton,Chevallier,Win,3.25,Win,TRUE
Tipster R,05-05-2015,Sedgefield,Pyjama Game,Win,4.33,Lose,TRUE
Tipster R,06-05-2015,Kelso,West Ship Master,Win,6,Lose,TRUE
Tipster R,06-05-2015,Chester,Angel Gabrial,Each Way,15,Lose,TRUE
Tipster R,06-05-2015,Chelmsford,Oriental Relation,Each Way,9,Lose,TRUE
Tipster R,06-05-2015,Chelmsford,God Willing,Each Way,6,Win,TRUE
Tipster R,07-05-2015,Worcester,Vujiyama,Each Way,5,Lose,TRUE
Tipster R,07-05-2015,Newton Abbot,Lucky Jim,Win,7.5,Lose,TRUE
Tipster R,07-05-2015,Chester,Carry On Deryck,Each Way,15,Win,TRUE
Tipster R,08-05-2015,Chester,Brazos,Each Way,11,Win,TRUE
Tipster R,08-05-2015,Market Rasen,The Society Man,Each Way,8.5,Lose,TRUE
Tipster R,08-05-2015,Market Rasen,Master Of The Hall,Each Way,13,Win,TRUE
Tipster R,08-05-2015,Market Rasen,Fantasy King,Each Way,17,Lose,TRUE
Tipster R,09-05-2015,Haydock,Ainsi Fideles,Each Way,6.5,Lose,TRUE
Tipster R,09-05-2015,Ascot,Jungle Bay,Each Way,34,Lose,TRUE
Tipster R,10-05-2015,Plumpton,Ryeollian,Win,2.63,Win,TRUE
Tipster R,10-05-2015,Plumpton,Charming Lad,Win,3.5,Lose,TRUE
Tipster R,10-05-2015,Ludlow,Brownville,Each Way,8,Lose,TRUE
Tipster R,10-05-2015,Ludlow,Mr Lando,Win,3,Lose,TRUE
Tipster R,10-05-2015,Ludlow,Future Security,Win,4.5,Lose,TRUE
Tipster R,11-05-2015,Doncaster,King Torus,Each Way,7,Lose,TRUE
Tipster R,11-05-2015,Towcester,Yabadabadoo,Win,3.5,Lose,TRUE
Tipster R,12-05-2015,Sedgefield,Bob’s Legend,Each Way,6,Lose,TRUE
Tipster R,13-05-2015,York,Star Of Seville,Win,2,Win,TRUE
Tipster R,15-05-2015,York,Romsdal,Win,3.5,Lose,TRUE
Tipster R,15-05-2015,Newmarket,Commanche,Each Way,17,Lose,TRUE
Tipster R,15-05-2015,Hamilton,First To Post,Win,2.1,Lose,TRUE
Tipster R,15-05-2015,Aintree,Urcalin,Each Way,7.5,Win,TRUE
Tipster R,16-05-2015,Newbury,Harvard Man,Win,4.5,Lose,TRUE
Tipster R,16-05-2015,Newbury,Telescope,Win,1.8,Win,TRUE
Tipster R,16-05-2015,Newbury,Dissolution,Win,5.5,Lose,TRUE
Tipster R,16-05-2015,Newmarket,Antiquarium,Win,2.5,Win,TRUE
Tipster R,17-05-2015,Stratford,Carrigmorna King,Win,4,Win,TRUE
Tipster R,18-05-2015,Southwell,Lexington Bay,Win,3.75,Win,TRUE
Tipster R,18-05-2015,Windsor,Pearl Blue,Win,3,Win,TRUE
Tipster R,18-05-2015,Windsor,Dream Dreamer,Win,4,Win,TRUE
Tipster R,18-05-2015,Windsor,Silver Wings,Win,2.2,Lose,TRUE
Tipster R,18-05-2015,Leicester,Third Time Lucky,Win,5.5,Win,TRUE
Tipster R,19-05-2015,Nottingham,Shanghai Glory,Win,4,Win,TRUE
Tipster R,19-05-2015,Chepstow,Major Mac,Win,3,Lose,TRUE
Tipster R,19-05-2015,Chelmsford,Acaster Malbis,Win,1.66,Win,TRUE
Tipster R,19-05-2015,Newton Abbot,Sergeant Dick,Win,3.75,Lose,TRUE
Tipster R,20-05-2015,Ayr,San Cassiano,Win,5,Lose,TRUE
Tipster R,20-05-2015,Lingfield,Al Muheer,Win,4,Lose,TRUE
Tipster R,20-05-2015,Ayr,Master Bond,Win,4,Lose,TRUE
Tipster R,21-05-2015,Ayr,Rouges Gallery,Win,1.8,Win,TRUE
Tipster R,21-05-2015,Goodwood,Resonant,Win,3.75,Win,TRUE
Tipster R,21-05-2015,Goodwood,Jellicle Bell,Win,2.88,Lose,TRUE
Tipster R,22-05-2015,Haydock,Life Less Ordinary,Win,3,Lose,TRUE
Tipster R,22-05-2015,Bath,Dream Dreamer,Win,3.5,Lose,TRUE
Tipster R,22-05-2015,Pontefract,Ravenhoe,Win,3.25,Lose,TRUE
Tipster R,23-05-2015,Haydock,Fabricate,Win,4.33,Win,TRUE
Tipster R,23-05-2015,Beverley,Furiant,Win,4,Lose,TRUE
Tipster R,23-05-2015,Goodwood,Bournemouth Belle,Win,2.38,Win,TRUE
Tipster R,23-05-2015,Beverley,Cono Zur,Each Way,11,Lose,TRUE
Tipster R,26-05-2015,Leicester,Grosmont,Win,4.5,Lose,TRUE
Tipster R,26-05-2015,Huntingdon,Shwaiman,Win,2.38,Win,TRUE
Tipster R,27-05-2015,Kempton,Doctor Sardonicus,Win,4,Lose,TRUE
Tipster R,28-05-2015,Worcester,Tanerko Emery,Win,1.83,Win,TRUE
Tipster R,29-05-2015,Newmarket,Blossomtime,Win,2.88,Win,TRUE
Tipster R,29-05-2015,Catterick,Mountain Man,Win,4,Lose,TRUE
Tipster R,30-05-2015,Haydock,Winterval,Each Way,6,Lose,TRUE
Tipster R,30-05-2015,Newmarket,Peacock,Win,2.38,Win,TRUE
Tipster R,30-05-2015,Chester,Vive Ma Fille,Each Way,8,Win,TRUE
Tipster R,31-05-2015,Fakenham,Town Mouse,Win,2.75,Lose,TRUE
Tipster R,01-06-2015,Leicester,Queen Catrine,Win,4.5,Win,TRUE
Tipster R,01-06-2015,Windsor,Besharah,Win,2,Win,TRUE
Tipster R,02-06-2015,Ripon,San Cassiano,Each Way,11,Lose,TRUE
Tipster R,03-06-2015,Wolverhampton,Red Cape,Each Way,15,Win,TRUE
Tipster R,03-06-2015,Ripon,Snow Cloud,Win,5.5,Lose,TRUE
Tipster R,04-06-2015,Wolverhampton,Yamllik,Each Way,6,Win,TRUE
Tipster R,05-06-2015,Catterick,Glenrowan Rose,Win,3.25,Win,TRUE
Tipster R,05-06-2015,Catterick,Breakable,Win,2,Win,TRUE
Tipster R,05-06-2015,Epsom,Legatissimo,Win,3.5,Lose,TRUE
Tipster R,05-06-2015,Catterick,Bondi Beach Babe,Win,5.5,Lose,TRUE
Tipster R,05-06-2015,Goodwood,War Whisper,Win,3.75,Win,TRUE
Tipster R,06-06-2015,Epsom,Golden Horn,Win,2.75,Win,TRUE
Tipster R,06-06-2015,Musselburgh,Distant Past,Win,3.25,Win,TRUE
Tipster R,09-06-2015,Salisbury,Galileo Gold,Win,2.75,Win,TRUE
Tipster R,10-06-2015,Haydock,Miracle Ninetynine,Win,4.5,Lose,TRUE
Tipster R,10-06-2015,Kempton,Middle East Pearl,Each Way,9,Lose,TRUE
Tipster R,11-06-2015,Newbury,Papa Luigi,Win,4.5,Lose,TRUE
Tipster R,11-06-2015,Haydock,Landing Night,Win,4,Lose,TRUE
Tipster R,11-06-2015,Haydock,George William,Win,2.38,Lose,TRUE
Tipster R,12-06-2015,Newton Abbot,Atlantic Roller,Win,3.75,Lose,TRUE
Tipster R,12-06-2015,York,Interconnection,Win,5,Lose,TRUE
Tipster R,12-06-2015,Aintree,Cardinal Palace,Win,2.5,Win,TRUE
Tipster R,13-06-2015,Leicester,Cornelious,Win,1.66,Lose,TRUE
Tipster R,13-06-2015,Leicester,New Strategy,Win,5,Lose,TRUE
Tipster R,13-06-2015,Leicester,Signorina Roseina,Win,4,Lose,TRUE
Tipster R,16-06-2015,Ascot,Round Two,Win,3.5,Lose,TRUE
Tipster R,16-06-2015,Ascot,Gleneagles,Win,1.72,Win,TRUE
Tipster R,16-06-2015,Brighton,Raj To Riches,Win,3.5,Lose,TRUE
Tipster R,16-06-2015,Beverley,Out Do,Win,2.25,Lose,TRUE
Tipster R,17-06-2015,Ascot,Integral,Win,2.1,Lose,TRUE
Tipster R,17-06-2015,Ripon,Russian Heroine,Win,5,Win,TRUE
Tipster R,18-05-2015,Ripon,Inxile,Win,3.5,Win,TRUE
Tipster R,18-05-2015,Ascot,Pleascach,Win,2,Lose,TRUE
Tipster R,18-05-2015,Lingfield,Criminalistic,Win,3.25,Lose,TRUE
Tipster R,18-05-2015,Lingfield,Zubaidah,Win,11,Win,TRUE
Tipster R,19-06-2015,Goodwood,Enlace,Win,4.5,Win,TRUE
Tipster R,19-06-2015,Goodwood,Penny Dreadful,Win,3.25,Lose,TRUE
Tipster R,19-06-2015,Newmarket,Star Fire,Win,3.25,Lose,TRUE
Tipster R,20-06-2015,Ayr,Little Lady Katie,Each Way,6.5,Win,TRUE
Tipster R,20-06-2015,Ayr,Subversive,Win,3.75,Lose,TRUE
Tipster R,20-06-2015,Lingfield,Whitecrest,Win,3.75,Lose,TRUE
Tipster R,22-06-2015,Wetherby,Father Bertie,Win,1.8,Win,TRUE
Tipster R,22-06-2015,Wetherby,Harwoods Volante,Win,4.5,Win,TRUE
Tipster R,22-06-2015,Wetherby,Red Charmer,Win,4.5,Lose,TRUE
Tipster R,23-06-2015,Leicester,Noodles Blue Boy,Win,4,Lose,TRUE
Tipster R,23-06-2015,Newton Abbot,Collodi,Win,5,Lose,TRUE
Tipster R,24-06-2015,Bath,Fast Dancer,Win,4,Lose,TRUE
Tipster R,25-06-2015,Newmarket,Cilento,Win,2.75,Lose,TRUE
Tipster R,25-06-2015,Nottingham,Fantasy Gladiator,Win,3.75,Lose,TRUE
Tipster R,27-06-2015,Newmarket,John Splendid,Win,3.5,Lose,TRUE
Tipster R,27-06-2015,Chester,Sakhee’s Return,Win,4,Lose,TRUE
Tipster R,27-06-2015,Windsor,Prince Regal,Each Way,6,Win,TRUE
Tipster R,27-06-2015,Doncaster,Snow Cloud,Each Way,11,Lose,TRUE
Tipster R,28-06-2015,Windsor,Major Pusey,Win,4.5,Lose,TRUE
Tipster R,28-06-2015,Windsor,Keble,Win,3.75,Lose,TRUE
Tipster R,28-06-2015,Cartmel,Roman Flight,Each Way,6.5,Win,TRUE
Tipster R,29-06-2015,Wolverhampton,Tarooq,Win,2.5,Lose,TRUE
Tipster R,29-06-2015,Pontefract,As Good As Gold,Win,4,Lose,TRUE
Tipster R,30-06-2015,Stratford,Porters War,Each Way,6,Lose,TRUE
Tipster R,01-07-2015,Bath,Russian Reward,Win,2.75,Lose,TRUE
Tipster R,02-07-2015,Haydock,Galileo Gold,Win,3.75,Win,TRUE
Tipster R,02-07-2015,Haydock,Birdman,Win,2.75,Win,TRUE
Tipster R,03-07-2015,Doncaster,Don’t Call Me,Win,2.1,Lose,TRUE
Tipster R,03-07-2015,Newton Abbot,Gone Too Far,Win,3.5,Lose,TRUE
Tipster R,03-07-2015,Haydock,Invoke,Win,3.5,Win,TRUE
Tipster R,04-07-2015,Sandown,Golden Horn,Win,1.44,Win,TRUE
Tipster R,04-07-2015,Carlisle,Heroique,Win,5,Lose,TRUE
Tipster R,05-07-2015,Market Rasen,Nabucco,Win,1.62,Win,TRUE
Tipster R,08-07-2015,Lingfield,Cashpoint,Win,1.83,Win,TRUE
Tipster R,08-07-2015,Catterick,Spirit Of Wedza,Win,4.5,Lose,TRUE
Tipster R,08-07-2015,Bath,Extrasolar,Win,4,Win,TRUE
Tipster R,08-07-2015,Bath,Penang Paparaja,Win,2.5,Lose,TRUE
Tipster R,09-07-2015,Newmarket,Mr Singh,Win,2.1,Win,TRUE
Tipster R,09-07-2015,Doncaster,Triple Dip,Each Way,8,Win,TRUE
Tipster R,10-07-2015,York,Sakhees Return,Win,3.5,Win,TRUE
Tipster R,10-07-2015,Chester,Midlander,Win,2.63,Win,TRUE
Tipster R,10-07-2015,Chester,Gatepost,Win,5,Lose,TRUE
Tipster R,10-07-2015,Chepstow,Lolita,Each Way,8,Win,TRUE
Tipster R,11-07-2015,Chester,Ayresome Angel,Win,3,Win,TRUE
Tipster R,11-07-2015,York,Shanghai Glory,Each Way,9,Lose,TRUE
Tipster R,12-07-2015,Southwell,Call Me Vic,Win,1.83,Win,TRUE
Tipster R,13-07-2015,Ayr,Jay Kay,Win,4,Win,TRUE
Tipster R,13-07-2015,Wetherby,Smiling Stranger,Win,3.25,Lose,TRUE
Tipster R,14-07-2015,Thirsk,Scoreline,Win,3.5,Lose,TRUE
Tipster R,14-07-2015,Lingfield,Bubbly Bailey,Win,3,Lose,TRUE
