Tipster,Date,Track,Horse,Bet Type,Odds,Result,TipsterActive
Tipster A,24-07-2015,Ascot,Fredricka,Win,8,Lose,TRUE
Tipster A,24-07-2015,Thirsk,Spend A Penny,Win,4.5,Lose,TRUE
Tipster A,24-07-2015,York,Straightothepoint,Win,7,Lose,TRUE
Tipster A,24-07-2015,Newmarket,Miss Inga Sock,Win,5,Lose,TRUE
Tipster A,25-07-2015,Ascot,Peril,Win,4.33,Win,TRUE
Tipster A,25-07-2015,York,Aldreth,Win,6,Lose,TRUE
Tipster A,25-07-2015,Newcastle,Niceonemyson,Win,6,Lose,TRUE
Tipster A,25-07-2015,Lingfield,Brandon Castle,Win,6,Lose,TRUE
Tipster A,26-07-2015,Carlisle,Sands Time,Win,5.5,Lose,TRUE
Tipster A,26-07-2015,Pontefract,Ad Dabaran,Win,2,Lose,TRUE
Tipster A,26-07-2015,Uttoxeter,Milgen Bay,Each Way,10,Lose,TRUE
Tipster A,01-08-2015,Thirsk,Gleese The Devil,Win,8,Lose,TRUE
Tipster A,01-08-2015,Hamilton,Especial,Win,6,Lose,TRUE
Tipster A,02-08-2015,Chepstow,Indian Affair,Win,6,Lose,TRUE
Tipster A,04-08-2015,Salisbury,Wild Desert,Win,3.25,Win,TRUE
Tipster A,04-08-2015,Catterick,Lets Twist,Win,2.75,Lose,TRUE
Tipster A,04-08-2015,Chelmsford,Berti Blue Boy,Win,3.5,Lose,TRUE
Tipster A,05-08-2015,Brighton,Shes Invincible,Win,3.25,Lose,TRUE
Tipster A,05-08-2015,Newcastle,Pacngo,Win,3.25,Lose,TRUE
Tipster A,06-08-2015,Wolverhampton,Honiton Lace,Each Way,11,Lose,TRUE
Tipster A,14-08-2015,Newmarket,Cultrail,Win,1.8,Lose,TRUE
Tipster A,15-08-2015,Newbury,Withernsea,Win,4,Lose,TRUE
Tipster A,15-08-2015,Newbury,Cable Bay,Each Way,7.5,Lose,TRUE
Tipster A,15-08-2015,Newbury,Albert Bridge,Win,4.5,Win,TRUE
Tipster A,15-08-2015,Market Rasen,Towering,Win,3.25,Lose,TRUE
Tipster A,16-08-2015,Tramore,Patsio,Each Way,8,Lose,TRUE
Tipster A,16-08-2015,Tramore,Illtakeitfromhere,Win,2.5,Lose,TRUE
Tipster A,18-08-2015,Leicester,El Astrounote,Win,11,Win,TRUE
Tipster A,18-08-2015,Chelmsford,Golden Ambers,Each Way,11,Win,TRUE
Tipster A,18-08-2015,Chelmsford,Trimoulet,Win,3.25,Lose,TRUE
Tipster A,19-08-2015,York,Bondi Beach,Win,5,Lose,TRUE
Tipster A,19-08-2015,Ffos Las,Sir Billy Wright,Win,4.33,Win,TRUE
Tipster A,19-08-2015,York,Quick N Quirky,Each Way,21.1,Lose,TRUE
Tipster A,19-08-2015,Worcester,At First Light,Each Way,9,Win,TRUE
Tipster A,20-08-2015,York,Mussadas,Each Way,8,Lose,TRUE
Tipster A,20-08-2015,York,Covert Love,Win,4,Lose,TRUE
Tipster A,20-08-2015,York,Koora,Each Way,11,Win,TRUE
Tipster A,20-08-2015,York,Mistrusting,Win,4.5,Win,TRUE
Tipster A,21-08-2015,Sandown,Royal Toast,Each Way,9,Win,TRUE
Tipster A,22-08-2015,York,Top Notch Tonto,Each Way,8,Lose,TRUE
Tipster A,22-08-2015,York,Al,Each Way,9,Lose,TRUE
Tipster A,22-08-2015,York,Quick Jack,Each Way,8,Lose,TRUE
Tipster A,22-08-2015,York,Ornate,Win,2.25,Lose,TRUE
Tipster A,22-08-2015,York,Imtiyaaz,Each Way,6,Win,TRUE
Tipster A,23-08-2015,Deauville,Ribbons,Win,4,Lose,TRUE
Tipster A,23-08-2015,Curragh,Macnicholson,Each Way,11,Lose,TRUE
Tipster A,24-08-2015,Brighton,Rockie Road,Win,3.25,Win,TRUE
Tipster A,24-08-2015,Leicester,Steventon Star,Win,3.5,Lose,TRUE
Tipster A,27-08-2015,Stratford,The Kvilleken,Win,3,Lose,TRUE
Tipster A,27-08-2015,Wolverhampton,Reginauld Claude,Each Way,7,Lose,TRUE
Tipster A,27-08-2015,Wolverhampton,Aqua Libre,Each Way,9,Win,TRUE
Tipster A,28-08-2015,Newmarket,Mister Brightside,Win,4,Win,TRUE
Tipster A,28-08-2015,Goodwood,Brittleton,Win,3,Win,TRUE
Tipster A,28-08-2015,Goodwood,Volunteer Point,Win,5,Lose,TRUE
Tipster A,28-08-2015,Newcastle,Punk Rocker,Win,3.75,Lose,TRUE
Tipster A,30-08-2015,Curragh,Three Colours Red,Each Way,7,Lose,TRUE
Tipster A,30-08-2015,Beverley,Rosina,Win,3.75,Win,TRUE
Tipster A,01-09-2015,Goodwood,Bobby Wheeler,Win,2.5,Lose,TRUE
Tipster A,01-09-2015,Goodwood,Gale Force,Win,2.1,Win,TRUE
Tipster A,01-09-2015,Hamilton,Candelisa,Each Way,6,Lose,TRUE
Tipster A,11-09-2015,Doncaster,Royal Signaler,Each Way,20,Lose,TRUE
Tipster A,11-09-2015,Chester,Fours Company,Win,5.5,Lose,TRUE
Tipster A,11-09-2015,Doncaster,Shore Step,Win,5.5,Lose,TRUE
Tipster A,11-09-2015,Doncaster,Tashweeq,Win,3.25,Win,TRUE
Tipster A,11-09-2015,Salisbury,Potternello,Win,4,Lose,TRUE
Tipster A,12-09-2015,Doncaster,Breton Rock,Each Way,15.1,Win,TRUE
Tipster A,12-09-2015,Leopardstown,Gielded Reflection,Each Way,15,Lose,TRUE
Tipster A,12-09-2015,Bath,Goathland,Win,3.25,Win,TRUE
Tipster A,12-09-2015,Leicester,Man Of Harleich,Each Way,8,Win,TRUE
Tipster A,12-09-2015,Leopardstown,Found,Each Way,10,Win,TRUE
Tipster A,14-09-2015,Wolverhampton,Symposium,Win,2.5,Win,TRUE
Tipster A,14-09-2015,Wolverhampton,Waabel,Each Way,13,Lose,TRUE
Tipster A,14-09-2015,Wolverhampton,Full Of Speed,Win,3.5,Lose,TRUE
Tipster A,15-09-2015,Catterick,Geno,Win,2,Lose,TRUE
Tipster A,15-09-2015,Catterick,Zain Emperor,Win,2.1,Lose,TRUE
Tipster A,15-09-2015,Chepstow,Willsy,Each Way,13,Win,TRUE
Tipster A,15-09-2015,Yarmouth,Star Storm,Win,3.5,Win,TRUE
Tipster A,16-09-2015,Beverley,Gold Trade,Win,4,Lose,TRUE
Tipster A,16-09-2015,Beverley,Poets Prize,Win,3.25,Win,TRUE
Tipster A,17-09-2015,Pontefract,Cornborough,Each Way,9,Lose,TRUE
Tipster A,17-09-2015,Ayr,Royal Duchess,Each Way,7,Lose,TRUE
Tipster A,17-09-2015,Ayr,El Beau,Each Way,10,Win,TRUE
Tipster A,18-09-2015,Newbury,Satellite,Win,2.75,Lose,TRUE
Tipster A,18-09-2015,Newbury,Stormy Antarctic,Win,6,Win,TRUE
Tipster A,18-09-2015,Newbury,Kastini,Win,3.75,Win,TRUE
Tipster A,19-09-2015,Ayr,Priceless,Win,3.75,Lose,TRUE
Tipster A,19-09-2015,Ayr,George Bowen,Each Way,8,Win,TRUE
Tipster A,19-09-2015,Newbury,Cymro,Each Way,10,Win,TRUE
Tipster A,19-09-2015,Newmarket,Distain,Win,4,Lose,TRUE
Tipster A,19-09-2015,Ayr,Intense Tango,Win,6,Lose,TRUE
Tipster A,23-09-2015,Goodwood,Silver Quay,Win,5.5,Lose,TRUE
Tipster A,23-09-2015,Goodwood,Scrutinise,Win,3.25,Win,TRUE
Tipster A,23-09-2015,Kempton,Royal Toast,Win,6.5,Lose,TRUE
Tipster A,24-09-2015,Newmarket,Zonderland,Win,6,Lose,TRUE
Tipster A,24-09-2015,Newmarket,Gale Force,Each Way,11,Win,TRUE
Tipster A,24-09-2015,Pontefract,El Beau,Win,3.5,Lose,TRUE
Tipster A,24-09-2015,Newmarket,Peterhof,Win,5,Lose,TRUE
Tipster A,25-09-2015,Newmarket,Light And Shade,Each Way,13,Lose,TRUE
Tipster A,25-09-2015,Haydock,Gracious John,Win,3.5,Win,TRUE
Tipster A,25-09-2015,Newmarket,Wadi Al Hattaw,Win,3.25,Lose,TRUE
Tipster A,25-09-2015,Wolverhampton,My Mo,Win,3.5,Win,TRUE
Tipster A,26-09-2015,Newmarket,Musaddas,Each Way,21,Lose,TRUE
Tipster A,26-09-2015,Haydock,Doc Charm,Each Way,8,Lose,TRUE
Tipster A,26-09-2015,Chelmsford,Western Reserve,Each Way,7,Win,TRUE
Tipster A,02-10-2015,Ascot,The Cashel Man,Win,2.5,Lose,TRUE
Tipster A,03-10-2015,Ascot,Star Storm,Win,5.5,Win,TRUE
Tipster A,03-10-2015,Newmarket,Gifted Master,Win,5.5,Win,TRUE
Tipster A,03-10-2015,Ascot,Buckstay,Each Way,7.5,Win,TRUE
Tipster A,03-10-2015,Wolverhampton,Cooperess,Win,4,Lose,TRUE
Tipster A,05-10-2015,Pontefract,Iconic,Each Way,8,Lose,TRUE
Tipster A,05-10-2015,Market Rasen,Ready Token,Win,3.25,Win,TRUE
Tipster A,06-10-2015,Leicester,Light Music,Win,1.8,Win,TRUE
Tipster A,06-10-2015,Catterick,Saturn Lace,Win,12,Win,TRUE
Tipster A,06-10-2015,Leicester,Melvin The Grate,Win,3.75,Lose,TRUE
Tipster A,07-10-2015,Nottingham,Mr Pickwick,Each Way,4,Lose,TRUE
Tipster A,07-10-2015,Nottingham,Green Light,Each Way,5,Lose,TRUE
Tipster A,07-10-2015,Chester,Chester Street,Win,2.88,Win,TRUE
Tipster A,08-10-2015,Worcester,Mighty Leader,Each Way,5,Lose,TRUE
Tipster A,08-10-2015,Worcester,Ballybane,Each Way,4.5,Lose,TRUE
Tipster A,09-10-2015,Newmarket,Hawksmoor,Each Way,26,Win,TRUE
Tipster A,09-10-2015,Newmarket,Promising Run,Win,7,Lose,TRUE
Tipster A,09-10-2015,Newmarket,Keep In Line,Each Way,12,Lose,TRUE
Tipster A,09-10-2015,York,Order Of Service,Each Way,17,Lose,TRUE
Tipster A,09-10-2015,Dundalk,Glass House,Win,6,Lose,TRUE
Tipster A,10-10-2015,York,Arabian Illusion,Win,6,Lose,TRUE
Tipster A,10-10-2015,Newmarket,Beacon Rock,Win,4.33,Lose,TRUE
Tipster A,10-10-2015,Newmarket,Bayan,Each Way,15,Lose,TRUE
Tipster A,10-10-2015,Newmarket,Heartbreak City,Each Way,10,Lose,TRUE
Tipster A,10-10-2015,Chepstow,Dexcite,Each Way,9,Win,TRUE
Tipster A,10-10-2015,Chepstow,Sausalito Sunrise,Win,4.5,Lose,TRUE
Tipster A,11-10-2015,Curragh,Fort Del Oro,Each Way,5.5,Win,TRUE
Tipster A,12-10-2015,Sedgefield,Mias Anthem,Win,3.5,Win,TRUE
Tipster A,12-10-2015,Salisbury,Mobsta,Win,5.5,Lose,TRUE
Tipster A,13-10-2015,Huntingdon,Verano,Win,2.88,Lose,TRUE
Tipster A,13-10-2015,Wolverhampton,Seychelloise,Win,3,Lose,TRUE
Tipster A,14-10-2015,Wetherby,Our Thomas,Win,2.38,Win,TRUE
Tipster A,14-10-2015,Nottingham,Lahayeb,Each Way,9,Win,TRUE
Tipster A,14-10-2015,Nottingham,Frederika,Each Way,9,Win,TRUE
Tipster A,14-10-2015,Wetherby,Beatabout The Bush,Each Way,11,Lose,TRUE
Tipster A,15-10-2015,Uttoxeter,Tennessee Bird,Win,4,Lose,TRUE
Tipster A,15-10-2015,Chelmsford,Force,Win,2.88,Lose,TRUE
Tipster A,15-10-2015,Chelmsford,Kingscroft,Each Way,11,Lose,TRUE
Tipster A,16-10-2015,Wincanton,Dry Ol Party,Each Way,7.5,Win,TRUE
Tipster A,16-10-2015,Haydock,Mitchum Swagger,Win,2.5,Lose,TRUE
Tipster A,16-10-2015,Fakenham,Knock House,Win,2.38,Lose,TRUE
Tipster A,17-10-2015,Ascot,Flying Officer,Each Way,8,Win,TRUE
Tipster A,17-10-2015,Ascot,Fort Del Oro,Each Way,26,Lose,TRUE
Tipster A,17-10-2015,Ascot,The Tin Man,Each Way,9,Lose,TRUE
Tipster A,17-10-2015,Cork,In Salutem,Win,5,Lose,TRUE
Tipster A,17-10-2015,Ascot,Bocca Bacciata,Each Way,21,Lose,TRUE
Tipster A,17-10-2015,Ascot,Territories,Each Way,11,Lose,TRUE
Tipster A,17-10-2015,Ascot,The Corsican,Each Way,11,Lose,TRUE
Tipster A,17-10-2015,Market Rasen,Pain Au Chocolat,Win,4,Lose,TRUE
Tipster A,17-10-2015,Cork,Ibergman,Win,4,Lose,TRUE
Tipster A,17-10-2015,Wolverhampton,Debt Free Dame,Each Way,7,Lose,TRUE
Tipster A,18-10-2015,Cork,Crown Theatre,Each Way,9,Win,TRUE
Tipster A,18-10-2015,Naas,Avenante,Each Way,15,Lose,TRUE
Tipster A,19-10-2015,Windsor,Quatrieme Ami,Win,2.1,Win,TRUE
Tipster A,20-10-2015,Exeter,Bulletproof,Win,4,Lose,TRUE
Tipster A,20-10-2015,Windsor,Duchy,Each Way,6,Lose,TRUE
Tipster A,21-10-2015,Worcester,Doctor Phoenix,Win,13,Lose,TRUE
Tipster A,21-10-2015,Galway,Fergal Mael Duin,Win,2.38,Win,TRUE
Tipster A,21-10-2015,Navan,Bunk Off Early,Win,3,Lose,TRUE
Tipster A,21-10-2015,Kempton,Mr Bossy Boots,Each Way,7,Win,TRUE
Tipster A,22-10-2015,Ludlow,Breaking Bits,Each Way,5,Lose,TRUE
Tipster A,22-10-2015,Chelmsford,Best Example,Win,2.88,Win,TRUE
Tipster A,23-10-2015,Doncaster,Dolphin Vista,Win,4.5,Lose,TRUE
Tipster A,23-10-2015,Cheltenham,Rock The World,Win,3.5,Win,TRUE
Tipster A,23-10-2015,Cheltenham,Vintage Vinnie,Win,4,Lose,TRUE
Tipster A,23-10-2015,Doncaster,Maraakib,Win,3,Win,TRUE
Tipster A,23-10-2015,Cheltenham,Top Cat Henry,Each Way,6,Win,TRUE
Tipster A,23-10-2015,Wolverhampton,Cottesloe,Each Way,13,Lose,TRUE
Tipster A,24-10-2015,Cheltenham,Workbench,Each Way,10,Win,TRUE
Tipster A,24-10-2015,Newbury,Moderah,Each Way,7,Win,TRUE
Tipster A,24-10-2015,Newbury,Kastini,Each Way,8,Lose,TRUE
Tipster A,24-10-2015,Leopardstown,Blue De Vega,Win,3,Win,TRUE
Tipster A,24-10-2015,Newbury,Light Music,Win,2.38,Win,TRUE
Tipster A,24-10-2015,Newbury,Acclio,Each Way,17,Lose,TRUE
Tipster A,25-10-2015,Aintree,Duke Of Navan,Each Way,9,Lose,TRUE
Tipster A,25-10-2015,Aintree,La Bague Au Roi,Each Way,5,Win,TRUE
Tipster A,25-10-2015,Wincanton,Impulsive American,Win,4,Lose,TRUE
Tipster A,26-10-2015,Hamilton,Champagne Bob,Each Way,8,Win,TRUE
Tipster A,26-10-2015,Galway,Powersbomb,Each Way,7.5,Lose,TRUE
Tipster A,27-10-2015,Lingfield,Athenian Garden,Win,4,Lose,TRUE
Tipster A,27-10-2015,Listowel,Blacklister,Each Way,8,Lose,TRUE
Tipster A,27-10-2015,Wolverhampton,Berlusca,Win,3.5,Lose,TRUE
Tipster A,28-10-2015,Nottingham,Al,Win,2.38,Lose,TRUE
Tipster A,28-10-2015,Kempton,Arsty,Win,2.5,Lose,TRUE
Tipster A,28-10-2015,Kempton,Ladurelli,Each Way,5.5,Lose,TRUE
Tipster A,29-10-2015,Stratford,Faustina Pius,Each Way,11,Win,TRUE
Tipster A,29-10-2015,Lingfield,Mr Pickwick,Win,3,Lose,TRUE
Tipster A,29-10-2015,Lingfield,Desert Snow,Each Way,4.5,Lose,TRUE
Tipster A,29-10-2015,Lingfield,Crazy Chic,Each Way,10,Win,TRUE
Tipster A,29-10-2015,Chelmsford,Satchville Flyer,Each Way,8,Lose,TRUE
Tipster A,30-10-2015,Newmarket,Weetles,Each Way,8.5,Win,TRUE
Tipster A,30-10-2015,Wetherby,Kapstadt,Win,4,Lose,TRUE
Tipster A,30-10-2015,Newmarket,Mobsta,Win,3.25,Win,TRUE
Tipster A,30-10-2015,Newmarket,Paddys Runner,Each Way,7,Lose,TRUE
Tipster A,30-10-2015,Wolverhampton,Exit Europe,Each Way,5,Lose,TRUE
Tipster A,31-10-2015,Newmarket,Bumptious,Each Way,11,Win,TRUE
Tipster A,31-10-2015,Ascot,Chtibello,Each Way,15,Win,TRUE
Tipster A,31-10-2015,Limerick,Aqalim,Each Way,6,Win,TRUE
Tipster A,31-10-2015,Ascot,What A Warrior,Each Way,9,Lose,TRUE
Tipster A,31-10-2015,Wetherby,Medicine Hat,Each Way,8,Lose,TRUE
Tipster A,01-11-2015,Carlisle,Out Sam,Win,3.5,Lose,TRUE
Tipster A,01-11-2015,Cork,Unoccupied,Each Way,9,Lose,TRUE
Tipster A,02-11-2015,Plumpton,Girly Girl,Win,3.5,Win,TRUE
Tipster A,02-11-2015,Ludlow,Helium,Each Way,6,Win,TRUE
Tipster A,03-11-2015,Exeter,Walking The Air,Win,4,Lose,TRUE
Tipster A,03-11-2015,Exeter,Vibrato Valtat,Win,4,Win,TRUE
Tipster A,03-11-2015,Wolverhampton,Rouge Nuage,Each Way,13,Win,TRUE
Tipster A,04-11-2015,Warwick,David John,Each Way,9,Win,TRUE
Tipster A,04-11-2015,Nottingham,Flashy Queen,Each Way,13,Lose,TRUE
Tipster A,04-11-2015,Chepstow,Moorlands Mist,Each Way,21,Lose,TRUE
Tipster A,04-11-2015,Kempton,Bombilate,Each Way,8,Lose,TRUE
Tipster A,04-11-2015,Kempton,Estidraak,Win,1.91,Win,TRUE
Tipster A,05-11-2015,Thurles,Venitien De Mai,Win,3.75,Lose,TRUE
Tipster A,05-11-2015,Towcester,Gee Hi,Win,1.83,Lose,TRUE
Tipster A,05-11-2015,Chelmsford,Bancnuanaheireann,Each Way,10,Win,TRUE
Tipster A,06-11-2015,Musselburgh,Serenity Now,Win,2.63,Lose,TRUE
Tipster A,06-11-2015,Musselburgh,Aristo Du Plessis,Win,2.62,Win,TRUE
Tipster A,06-11-2015,Hexham,Destiny Awaits,Each Way,6.5,Lose,TRUE
Tipster A,07-11-2015,Wincanton,Wishfull Dreaming,Win,2.38,Lose,TRUE
Tipster A,07-11-2015,Wincanton,Warrantor,Win,9,Lose,TRUE
Tipster A,07-11-2015,Doncaster,Predominance,Win,5,Lose,TRUE
Tipster A,07-11-2015,Aintree,Our Kaempfer,Win,3.75,Lose,TRUE
Tipster A,07-11-2015,Doncaster,Iveagh Gardens,Each Way,6,Lose,TRUE
Tipster A,08-11-2015,Limerick,Bold Bid,Each Way,8.5,Lose,TRUE
Tipster A,08-11-2015,Ffos Las,Ma Du Fou,Win,2,Win,TRUE
Tipster A,08-11-2015,Sandown,Chic Name,Win,3,Lose,TRUE
Tipster A,09-11-2015,Kempton,Second Wave,Win,4,Win,TRUE
Tipster A,09-11-2015,Kempton,Big Whiskey,Each Way,8,Win,TRUE
Tipster A,09-11-2015,Kempton,Dutiful Son,Win,3.5,Win,TRUE
Tipster A,09-11-2015,Kempton,Revision,Each Way,7.5,Win,TRUE
Tipster A,09-11-2015,Kempton,Exit Europe,Each Way,6.5,Win,TRUE
Tipster A,10-11-2015,Lingfield,Flementine,Win,5,Lose,TRUE
Tipster A,10-11-2015,Sedgefield,Friendly Royal,Win,4.5,Lose,TRUE
Tipster A,11-11-2015,Ayr,Glacial Rock,Each Way,6.5,Lose,TRUE
Tipster A,11-11-2015,Ayr,Final Assault,Win,2.88,Win,TRUE
Tipster A,11-11-2015,Dundalk,Credit The Giver,Each Way,6,Win,TRUE
Tipster A,12-11-2015,Taunton,Lady Of Lamanver,Each Way,6,Lose,TRUE
Tipster A,12-11-2015,Ludlow,Max Forte,Each Way,9,Win,TRUE
Tipster A,13-11-2015,Lingfield,Port Paradise,Each Way,11,Lose,TRUE
Tipster A,13-11-2015,Cheltenham,La Vaticane,Win,4.5,Lose,TRUE
Tipster A,13-11-2015,Lingfield,Tuco,Win,3.25,Lose,TRUE
Tipster A,13-11-2015,Cheltenham,A Hare Breath,Each Way,7,Win,TRUE
Tipster A,13-11-2015,Wolverhampton,Quatrieme Ami,Win,3.25,Win,TRUE
Tipster A,14-11-2015,Cheltenham,Knockanrawley,Each Way,15,Win,TRUE
Tipster A,14-11-2015,Cheltenham,Irish Cavalier,Each Way,11,Win,TRUE
Tipster A,14-11-2015,Lingfield,Grendisar,Each Way,11,Win,TRUE
Tipster A,14-11-2015,Wetherby,Kayf Blanco,Each Way,8,Win,TRUE
Tipster A,15-11-2015,Punchestown,Colla Pier,Each Way,11,Win,TRUE
Tipster A,15-11-2015,Cheltenham,Altior,Win,3.75,Win,TRUE
Tipster A,15-11-2015,Fontwell,Gorgehous Lliege,Each Way,6.5,Lose,TRUE
Tipster A,15-11-2015,Cheltenham,Simply Ned,Win,3.75,Lose,TRUE
Tipster A,16-11-2015,Wolverhampton,Epsom Day,Win,2.62,Lose,TRUE
Tipster A,16-11-2015,Plumpton,Vinciaettis,Win,2.5,Win,TRUE
Tipster A,17-11-2015,Lingfield,Justice Rock,Each Way,6,Lose,TRUE
Tipster A,17-11-2015,SouthWell,Theredballoon,Win,3.75,Lose,TRUE
Tipster A,17-11-2015,SouthWell,Pithivier,Win,3.75,Win,TRUE
Tipster A,17-11-2015,SouthWell,Yes I Did,Each Way,5,Win,TRUE
Tipster A,18-11-2015,Warwick,Varom,Win,4.5,Lose,TRUE
Tipster A,18-11-2015,Chepstow,Boyfromnowhere,Win,3.75,Lose,TRUE
Tipster A,19-11-2015,Lingfield,Rememberance Day,Each Way,12,Lose,TRUE
Tipster A,19-11-2015,Chelmsford,Steal The Scene,Each Way,11,Win,TRUE
Tipster A,19-11-2015,Chelmsford,Crazy Chic,Win,3.25,Lose,TRUE
Tipster A,19-11-2015,Chelmsford,Big Whiskey,Each Way,7,Win,TRUE
Tipster A,19-11-2015,Chelmsford,Kristijano,Win,3,Lose,TRUE
Tipster A,20-11-2015,Haydock,Doctor Phoenix,Win,3,Win,TRUE
Tipster A,20-11-2015,Haydock,Welsh Shadow,Win,2.62,Win,TRUE
Tipster A,20-11-2015,Wolverhampton,Turn On The Tears,Each Way,5.5,Win,TRUE
Tipster A,21-11-2015,Lingfield,Exit Europe,Win,3.25,Lose,TRUE
Tipster A,21-11-2015,Ascot,Kitty Caul,Each Way,10,Lose,TRUE
Tipster A,21-11-2015,Ascot,Crown Theatre,Each Way,6.5,Lose,TRUE
Tipster A,21-11-2015,Haydock,Straidnahanna,Each Way,7,Lose,TRUE
Tipster A,21-11-2015,Galway,Illegally Blonde,Win,3.5,Win,TRUE
Tipster A,21-11-2015,Wolverhampton,Thataboy,Each Way,13,Lose,TRUE
Tipster A,21-11-2015,Wolverhampton,Right Madam,Each Way,7,Lose,TRUE
Tipster A,22-11-2015,Navan,Roll It Out,Each Way,5.5,Win,TRUE
Tipster A,22-11-2015,Exeter,St Dominick,Win,5.5,Win,TRUE
Tipster A,23-11-2015,Kempton,Lettheriverundry,Each Way,6,Lose,TRUE
Tipster A,23-11-2015,Ludlow,Armchair Theatre,Win,3,Lose,TRUE
Tipster A,23-11-2015,Chelmsford,Big Whiskey,Each Way,6.5,Win,TRUE
Tipster A,23-11-2015,Kempton,Presence Felt,Each Way,7,Win,TRUE
Tipster A,24-11-2015,SouthWell,What Could She Be,Each Way,4,Win,TRUE
Tipster A,24-11-2015,Lingfield,Midnight Silver,Each Way,4.5,Lose,TRUE
Tipster A,24-11-2015,SouthWell,Commissar,Each Way,8,Lose,TRUE
Tipster A,25-11-2015,Dundalk,Hat Alnasar,Win,4,Lose,TRUE
Tipster A,25-11-2015,Kempton,Lancelot Du Lac,Win,3.5,Win,TRUE
Tipster A,26-11-2015,SouthWell,Rubis,Each Way,7.5,Win,TRUE
Tipster A,26-11-2015,Newbury,Value At Risk,Win,3.75,Lose,TRUE
Tipster A,26-11-2015,Newbury,Chtibello,Win,4,Lose,TRUE
Tipster A,26-11-2015,SouthWell,Danish Duke,Each Way,10,Win,TRUE
Tipster A,26-11-2015,Chelmsford,Make Music,Each Way,5,Lose,TRUE
Tipster A,26-11-2015,Chelmsford,Epsom Day,Win,2.1,Lose,TRUE
Tipster A,27-11-2015,Newbury,Maximiser,Each Way,5,Lose,TRUE
Tipster A,27-11-2015,Newbury,West Approach,Each Way,17,Lose,TRUE
Tipster A,27-11-2015,York,Air Of York,Win,2.75,Win,TRUE
Tipster A,27-11-2015,Wolverhampton,Wink Oliver,Win,3.5,Lose,TRUE
Tipster A,27-11-2015,Dundalk,Red Rannagh,Each Way,5.5,Win,TRUE
Tipster A,28-11-2015,Fairyhouse,Dysios,Each Way,21,Lose,TRUE
Tipster A,28-11-2015,Newcastle,Ballydine,Win,2.88,Win,TRUE
Tipster A,28-11-2015,Newbury,Aloomomo,Each Way,8,Win,TRUE
Tipster A,28-11-2015,Doncaster,Jack Steel,Win,3.75,Lose,TRUE
Tipster A,28-11-2015,Newbury,Houblon Des Obeaux,Each Way,15,Lose,TRUE
Tipster A,28-11-2015,Bangor,Final Nudge,Win,2.38,Win,TRUE
Tipster A,28-11-2015,Newbury,Pearls Legend,Each Way,8.5,Win,TRUE
Tipster A,29-11-2015,Carlisle,On Tour,Win,1.91,Win,TRUE
Tipster A,30-11-2015,Wolverhampton,Edith Weston,Each Way,13,Lose,TRUE
Tipster A,30-11-2015,Wolverhampton,Rock Of Monaco,Each Way,8,Win,TRUE
Tipster A,30-11-2015,Wolverhampton,Russian Radiance,Win,3.5,Win,TRUE
Tipster A,30-11-2015,Kempton,Sunbaked,Win,3.5,Lose,TRUE
Tipster A,01-12-2015,SouthWell,Crosspark,Win,3,Lose,TRUE
Tipster A,01-12-2015,Aintree,Saint Raph,Win,4,Lose,TRUE
Tipster A,01-12-2015,Wolverhampton,The Gay Cavalier,Win,4,Lose,TRUE
Tipster A,02-12-2015,Lingfield,Cottesloe,Each Way,11,Lose,TRUE
Tipster A,02-12-2015,Ludlow,Tara Mist,Win,5,Lose,TRUE
Tipster A,03-12-2015,Leicester,Moscow Me,Win,3,Lose,TRUE
Tipster A,03-12-2015,Wincanton,Kings Apollo,Each Way,11,Lose,TRUE
Tipster A,03-12-2015,Market Rasen,Nebula Storm,Win,4,Lose,TRUE
Tipster A,03-12-2015,Kempton,Aldeburgh,Each Way,9,Lose,TRUE
Tipster A,04-12-2015,Exeter,St Dominick,Each Way,6.5,Lose,TRUE
Tipster A,04-12-2015,Sandown,Label Des Obeaux,Each Way,4.5,Win,TRUE
Tipster A,04-12-2015,Exeter,Never Says Never,Win,2,Lose,TRUE
Tipster A,04-12-2015,Wolverhampton,Ejayteekay,Each Way,5.5,Lose,TRUE
Tipster A,04-12-2015,Dundalk,Little Sweetheart,Each Way,4,Win,TRUE
Tipster A,05-12-2015,Wetherby,Bobs Lady Tamure,Each Way,17,Lose,TRUE
Tipster A,05-12-2015,Sandown,Vibrato Valtat,Win,3,Lose,TRUE
Tipster A,05-12-2015,Wolverhampton,Quatrieme Ami,Each Way,5,Win,TRUE
Tipster A,06-12-2015,Punchestown,Empire Of Dirt,Win,4.5,Lose,TRUE
Tipster A,06-12-2015,Huntingdon,La Bague Au Roi,Win,1.91,Win,TRUE
Tipster A,07-12-2015,Lingfield,Enaad,Win,2.25,Win,TRUE
Tipster A,07-12-2015,Chelmsford,Mighty Zip,Each Way,6,Win,TRUE
Tipster A,07-12-2015,Chelmsford,Supersta,Win,2.1,Win,TRUE
Tipster A,08-12-2015,SouthWell,Grey Destiny,Each Way,5,Lose,TRUE
Tipster A,08-12-2015,Uttoxeter,Baywing,Win,2.75,Win,TRUE
Tipster A,08-12-2015,SouthWell,Tigers Home,Win,3,Lose,TRUE
Tipster A,08-12-2015,Uttoxeter,April Dusk,Win,3,Win,TRUE
